Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
ABLON;87545269;SAM;2017-04-22;2017;C;C;Avant 6h;26
ABLON;87545269;DIM;2017-04-23;2017;C;C;Avant 6h;2
ABLON;87545269;JOB;2017-04-25;2017;C;C;Avant 6h;73
ABLON;87545269;JOB;2017-04-25;2017;C;C;De 6h à 10h;1288
ACHERES-GRAND-CORMIER;87386052;SAM;2022-11-19;2022;A;A;De 10h à 16h;79
ACHERES-GRAND-CORMIER;87386052;SAM;2022-11-19;2022;A;A;De 16h à 20h;50
ACHERES-GRAND-CORMIER;87386052;SAM;2022-11-19;2022;A;A;De 6h à 10h;25
ACHERES-GRAND-CORMIER;87386052;DIM;2022-11-20;2022;A;A;De 10h à 16h;63
ACHERES-VILLE;87381657;SAM;2022-11-19;2022;A;A;Après 20h;255
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;Après 20h;241
ACHERES-VILLE;87381657;JOB;2022-11-22;2022;A;A;De 16h à 20h;397
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-23;2019;B;B;De 10h à 16h;2476
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-23;2019;B;B;De 16h à 20h;1072
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;De 6h à 10h;828
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-24;2019;B;B;De 16h à 20h;392
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-05-10;2023;B;B;De 10h à 16h;4632
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-10-10;2023;B;B;De 10h à 16h;388
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-16;2019;B;B;Avant 6h;112
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-16;2019;B;B;De 10h à 16h;2538
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;Avant 6h;91
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-05-10;2023;B;B;Après 20h;2600
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;Après 20h;47
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;Avant 6h;3
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;353
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;Après 20h;5
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;2
ALLEE-ROYALE;87710913;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;14
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;Après 20h;6
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;21
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;17
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;Après 20h;23
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;Après 20h;15
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;De 16h à 20h;101
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;De 10h à 16h;217
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;Après 20h;46
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;Avant 6h;5
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;Après 20h;631
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;De 6h à 10h;2203
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J4;Avant 6h;139
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J4;De 10h à 16h;1825
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;De 16h à 20h;2137
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;Avant 6h;322
ARPAJON;87545467;DIM;2017-04-23;2017;C;C;Avant 6h;28
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;De 6h à 10h;1427
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;J;J4;Avant 6h;25
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;J;J4;De 10h à 16h;2048
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L2;De 6h à 10h;774
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;De 16h à 20h;1848
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J4;De 16h à 20h;916
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L2;Avant 6h;13
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L2;De 16h à 20h;881
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L3;De 6h à 10h;429
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L2;Avant 6h;40
ATHIS-MONS;87545251;JOB;2017-04-25;2017;C;C;Avant 6h;95
ATHIS-MONS;87545251;JOB;2017-04-25;2017;C;C;De 6h à 10h;1425
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;Après 20h;40
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 10h à 16h;387
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;Après 20h;34
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;Avant 6h;19
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;De 16h à 20h;129
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2021-07-12;2021;J;J5;Avant 6h;90
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2021-07-12;2021;J;J5;De 16h à 20h;564
AULNAY-SOUS-BOIS;87271411;SAM;2019-03-16;2019;B;B;De 10h à 16h;7910
AULNAY-SOUS-BOIS;87271411;SAM;2019-03-16;2019;B;B;De 6h à 10h;4384
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;1613
AULNAY-SOUS-BOIS;87271411;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;644
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;Avant 6h;149
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-24;2019;B;B;Après 20h;1606
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-24;2019;B;B;De 16h à 20h;441
AULNAY-SOUS-BOIS;87271411;DIM;2023-11-19;2023;K;K;De 16h à 20h;83
AULNAY-SOUS-BOIS;87271411;JOB;2023-05-10;2023;B;B;De 10h à 16h;5687
AULNAY-SOUS-BOIS;87271411;JOB;2023-05-10;2023;B;B;De 16h à 20h;4764
AULNAY-SOUS-BOIS;87271411;JOB;2023-05-10;2023;B;B;De 6h à 10h;9660
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;Avant 6h;208
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;De 10h à 16h;142
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;De 16h à 20h;489
AUVERS-SUR-OISE;87276543;DIM;2023-11-19;2023;H;H;De 16h à 20h;66
AUVERS-SUR-OISE;87276543;DIM;2023-11-19;2023;H;H;De 6h à 10h;15
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2017-04-22;2017;C;C;De 6h à 10h;134
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2017-04-23;2017;C;C;De 16h à 20h;532
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;Après 20h;215
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;De 10h à 16h;337
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;De 16h à 20h;383
AVENUE-FOCH;87381038;DIM;2017-04-23;2017;C;C;De 16h à 20h;259
AVENUE-FOCH;87381038;JOB;2017-04-25;2017;C;C;Après 20h;240
AVENUE-FOCH;87381038;JOB;2017-04-25;2017;C;C;De 10h à 16h;503
AVENUE-HENRI-MARTIN;87381046;SAM;2017-04-22;2017;C;C;Avant 6h;1
AVENUE-HENRI-MARTIN;87381046;SAM;2017-04-22;2017;C;C;De 6h à 10h;87
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;Après 20h;151
BAGNEAUX-SUR-LOING;87684191;SAM;2023-11-18;2023;R;R;De 10h à 16h;54
BAGNEAUX-SUR-LOING;87684191;SAM;2023-11-18;2023;R;R;De 16h à 20h;37
BAGNEAUX-SUR-LOING;87684191;SAM;2023-11-18;2023;R;R;De 6h à 10h;39
BAGNEAUX-SUR-LOING;87684191;DIM;2023-11-19;2023;R;R;De 10h à 16h;64
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;De 16h à 20h;37
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;De 6h à 10h;59
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;Après 20h;11
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;De 6h à 10h;582
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L3;De 6h à 10h;768
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L2;Après 20h;251
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L2;Avant 6h;7
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L2;De 16h à 20h;718
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L2;De 6h à 10h;361
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;Avant 6h;26
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L2;De 10h à 16h;1830
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L3;De 6h à 10h;2936
BELLEVUE;87393116;SAM;2023-11-18;2023;N;N;Avant 6h;8
BELLEVUE;87393116;SAM;2023-11-18;2023;N;N;De 6h à 10h;199
BELLEVUE;87393116;DIM;2023-11-19;2023;N;N;Avant 6h;0
BELLEVUE;87393116;JOB;2023-11-14;2023;N;N;Après 20h;130
BELLEVUE;87393116;JOB;2023-11-14;2023;N;N;De 16h à 20h;786
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;Après 20h;10
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;De 6h à 10h;23
BEYNES;87393363;DIM;2023-11-19;2023;N;N;De 16h à 20h;51
BEYNES;87393363;JOB;2023-11-14;2023;N;N;De 16h à 20h;59
BIEVRES;87393546;SAM;2017-04-22;2017;C;C;Après 20h;25
BIEVRES;87393546;SAM;2017-04-22;2017;C;C;De 10h à 16h;113
BIEVRES;87393546;SAM;2017-04-22;2017;C;C;De 16h à 20h;79
BIEVRES;87393546;SAM;2017-04-22;2017;C;C;De 6h à 10h;73
BIEVRES;87393546;DIM;2017-04-23;2017;C;C;Avant 6h;2
BIEVRES;87393546;DIM;2017-04-23;2017;C;C;De 10h à 16h;89
BIEVRES;87393546;JOB;2017-04-25;2017;C;C;Avant 6h;10
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;Après 20h;0
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;De 10h à 16h;25
BOIGNEVILLE;87684407;JOB;2024-02-04;2024;D;D;De 16h à 20h;10
BOIS-COLOMBES;87381079;SAM;2023-11-18;2023;J;J4;De 10h à 16h;2726
BOIS-COLOMBES;87381079;SAM;2023-11-18;2023;J;J4;De 6h à 10h;928
BOIS-COLOMBES;87381079;DIM;2023-11-19;2023;J;J4;Avant 6h;29
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J4;De 16h à 20h;2265
BOIS-LE-ROI;87682203;SAM;2023-11-18;2023;R;R;De 6h à 10h;128
BOIS-LE-ROI;87682203;JOB;2023-11-14;2023;R;R;De 6h à 10h;1115
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;De 16h à 20h;26
BOISSY-L'AILLERIE;87381152;SAM;2023-11-18;2023;J;J6;De 10h à 16h;97
BOISSY-L'AILLERIE;87381152;DIM;2023-11-19;2023;J;J6;Après 20h;5
BOISSY-L'AILLERIE;87381152;DIM;2023-11-19;2023;J;J6;De 6h à 10h;39
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;Avant 6h;5
BONDY;87113407;SAM;2022-03-19;2022;E;E;De 10h à 16h;4193
BONDY;87113407;SAM;2022-03-19;2022;E;E;De 16h à 20h;2620
BONDY;87113407;SAM;2022-03-19;2022;E;E;De 6h à 10h;2519
BONDY;87113407;DIM;2021-12-09;2021;T4;T4;Avant 6h;16
BONDY;87113407;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;266
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;1545
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;3654
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;898
BONDY;87113407;JOB;2022-03-22;2022;E;E;Avant 6h;344
BONDY;87113407;JOB;2022-03-22;2022;E;E;De 16h à 20h;2791
BORAN-SUR-OISE;87276444;DIM;2023-11-19;2023;H;H;De 10h à 16h;6
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;Avant 6h;1
BOUFFEMONT-MOISSELLES;87276485;JOB;2023-11-14;2023;H;H;Après 20h;56
BOUFFEMONT-MOISSELLES;87276485;JOB;2023-11-14;2023;H;H;De 6h à 10h;1003
BOUGIVAL;87382440;SAM;2023-11-18;2023;L;L2;De 10h à 16h;270
BOUGIVAL;87382440;DIM;2023-11-19;2023;L;L2;Après 20h;41
BOUGIVAL;87382440;DIM;2023-11-19;2023;L;L2;De 16h à 20h;162
BOUGIVAL;87382440;DIM;2023-11-19;2023;L;L2;De 6h à 10h;61
BOUGIVAL;87382440;JOB;2023-11-14;2023;L;L2;De 16h à 20h;281
BOULAINVILLIERS;87543181;DIM;2017-04-23;2017;C;C;De 16h à 20h;486
BOULAINVILLIERS;87543181;JOB;2017-04-25;2017;C;C;Avant 6h;8
BOURAY;87545178;DIM;2017-04-23;2017;C;C;Après 20h;59
BOURRON-MARLOTTE-GREZ;87684118;SAM;2023-11-18;2023;R;R;Avant 6h;3
BOURRON-MARLOTTE-GREZ;87684118;DIM;2023-11-19;2023;R;R;Avant 6h;2
BOURRON-MARLOTTE-GREZ;87684118;JOB;2023-11-14;2023;R;R;De 16h à 20h;49
BOURRON-MARLOTTE-GREZ;87684118;JOB;2023-11-14;2023;R;R;De 6h à 10h;92
BOUSSY-SAINT-ANTOINE;87682138;SAM;2024-02-03;2024;D;D;Avant 6h;44
BOUTIGNY;87681478;SAM;2024-02-03;2024;D;D;Après 20h;8
BOUTIGNY;87681478;SAM;2024-02-03;2024;D;D;De 10h à 16h;73
BOUTIGNY;87681478;SAM;2024-02-03;2024;D;D;De 6h à 10h;38
BOUTIGNY;87681478;JOB;2024-12-03;2024;D;D;Après 20h;0
BOUTIGNY;87681478;JOB;2024-12-03;2024;D;D;De 16h à 20h;0
BRETIGNY;87545194;SAM;2017-04-22;2017;C;C;Après 20h;579
BRETIGNY;87545194;SAM;2017-04-22;2017;C;C;Avant 6h;117
BRETIGNY;87545194;SAM;2017-04-22;2017;C;C;De 16h à 20h;1341
BRETIGNY;87545194;DIM;2017-04-23;2017;C;C;Avant 6h;76
BRETIGNY;87545194;JOB;2017-04-25;2017;C;C;De 10h à 16h;2134
BRETIGNY;87545194;JOB;2017-04-25;2017;C;C;De 16h à 20h;3131
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2017-04-22;2017;C;C;Avant 6h;10
BREUILLET-BRUYERES-LE-CHATEL;87545483;JOB;2017-04-25;2017;C;C;Avant 6h;18
BREUILLET-BRUYERES-LE-CHATEL;87545483;JOB;2017-04-25;2017;C;C;De 10h à 16h;130
BREUILLET-BRUYERES-LE-CHATEL;87545483;JOB;2017-04-25;2017;C;C;De 16h à 20h;119
BRUNOY;87682120;SAM;2024-02-03;2024;D;D;Après 20h;289
BRUNOY;87682120;SAM;2024-02-03;2024;D;D;De 16h à 20h;904
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;De 6h à 10h;4521
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 10h à 16h;16
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;Après 20h;0
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;De 16h à 20h;0
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;8
CAMP-DES-LOGES;87710939;JOB;2023-10-19;2023;T13;T13;Après 20h;61
CAMP-DES-LOGES;87710939;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;120
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;Après 20h;524
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;De 6h à 10h;575
CERGY-LE-HAUT;87382655;JOB;2022-11-22;2022;A;A;De 10h à 16h;0
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;Après 20h;293
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;De 10h à 16h;3038
CERGY-LE-HAUT;87382655;JOB;2023-11-14;2023;L;L3;De 16h à 20h;780
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;De 6h à 10h;1655
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;De 16h à 20h;2148
CERGY-PREFECTURE;87381905;JOB;2022-11-30;2022;A;A;De 16h à 20h;3152
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;De 10h à 16h;416
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;Avant 6h;135
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2023-11-14;2023;L;L3;Après 20h;31
CERNAY;87276063;SAM;2017-04-22;2017;C;C;De 16h à 20h;310
CERNAY;87276063;SAM;2023-11-18;2023;H;H;Avant 6h;41
CERNAY;87276063;SAM;2023-11-18;2023;H;H;De 16h à 20h;311
CERNAY;87276063;DIM;2017-04-23;2017;C;C;De 10h à 16h;354
CERNAY;87276063;DIM;2017-04-23;2017;C;C;De 16h à 20h;282
CERNAY;87276063;DIM;2023-11-19;2023;H;H;De 10h à 16h;389
CERNAY;87276063;JOB;2023-11-14;2023;H;H;Après 20h;98
CESSON;87682161;DIM;2024-03-03;2024;D;D;De 16h à 20h;437
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 16h à 20h;567
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;De 6h à 10h;190
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;Après 20h;20
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;De 10h à 16h;110
CHAMPAGNE-SUR-OISE;87276519;DIM;2023-11-19;2023;H;H;De 10h à 16h;88
CHAMPAGNE-SUR-OISE;87276519;DIM;2023-11-19;2023;H;H;De 6h à 10h;36
CHAMPAGNE-SUR-OISE;87276519;JOB;2023-11-14;2023;H;H;Après 20h;23
CHAMPAGNE-SUR-OISE;87276519;JOB;2023-11-14;2023;H;H;Avant 6h;28
CHAMPAGNE-SUR-OISE;87276519;JOB;2023-11-14;2023;H;H;De 10h à 16h;113
CHAMPAGNE-SUR-OISE;87276519;JOB;2023-11-14;2023;H;H;De 16h à 20h;100
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;De 16h à 20h;90
CHAMPAGNE-SUR-SEINE;87682450;JOB;2023-11-14;2023;R;R;De 10h à 16h;200
CHAMPAGNE-SUR-SEINE;87682450;JOB;2023-11-14;2023;R;R;De 16h à 20h;192
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 10h à 16h;100
CHAMPBENOIST-POIGNY;87115873;DIM;2023-11-19;2023;P;P;De 16h à 20h;39
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;Avant 6h;42
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 10h à 16h;100
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;Après 20h;227
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2023-11-14;2023;H;H;De 16h à 20h;651
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2023-11-14;2023;H;H;De 6h à 10h;1472
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2017-04-25;2017;C;C;Après 20h;1579
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;Après 20h;26
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 6h à 10h;63
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 10h à 16h;72
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;Avant 6h;26
CHANTELOUP-LES-VIGNES;87381475;DIM;2023-11-19;2023;J;J6;De 10h à 16h;303
CHANTELOUP-LES-VIGNES;87381475;DIM;2023-11-19;2023;J;J6;De 6h à 10h;110
CHANTELOUP-LES-VIGNES;87381475;JOB;2023-11-14;2023;J;J6;Avant 6h;50
CHANTELOUP-LES-VIGNES;87381475;JOB;2023-11-14;2023;J;J6;De 16h à 20h;338
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;Avant 6h;21
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;Avant 6h;11
CHANTILLY-GOUVIEUX;87276113;JOB;2024-05-03;2024;D;D;Après 20h;13
CHANTILLY-GOUVIEUX;87276113;JOB;2024-05-03;2024;D;D;De 10h à 16h;129
CHARS;87381194;SAM;2023-11-18;2023;J;J6;De 6h à 10h;38
CHARS;87381194;DIM;2023-11-19;2023;J;J6;De 16h à 20h;84
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;De 16h à 20h;19
CHARTRETTES;87682419;JOB;2023-11-14;2023;R;R;De 16h à 20h;20
CHATEAU-THIERRY;87116582;DIM;2023-09-17;2023;P;P;Après 20h;64
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;Avant 6h;206
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;De 16h à 20h;293
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;De 10h à 16h;14343
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;De 16h à 20h;20053
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;De 6h à 10h;3033
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 10h à 16h;9611
CHATELET-LES-HALLES;87758607;JOB;2024-05-03;2024;D;D;De 6h à 10h;7519
CHAUMONT-EN-VEXIN;87381228;DIM;2023-11-19;2023;J;J6;De 16h à 20h;59
CHAUMONT-EN-VEXIN;87381228;JOB;2023-11-14;2023;J;J6;Après 20h;2
CHAVILLE-RIVE-DROITE;87382333;SAM;2016-12-03;2016;U;U;Après 20h;63
CHAVILLE-RIVE-DROITE;87382333;SAM;2023-11-18;2023;L;L2;De 16h à 20h;546
CHAVILLE-RIVE-DROITE;87382333;SAM;2023-11-18;2023;L;L2;De 6h à 10h;273
CHAVILLE-RIVE-DROITE;87382333;DIM;2016-03-13;2016;U;U;De 6h à 10h;9
CHAVILLE-RIVE-DROITE;87382333;JOB;2023-11-14;2023;L;L2;De 10h à 16h;759
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2023-11-18;2023;N;N;Après 20h;134
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2023-11-18;2023;N;N;De 6h à 10h;218
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;De 6h à 10h;309
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;De 10h à 16h;2188
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;De 10h à 16h;1482
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 10h à 16h;1520
CHELLES-GOURNAY;87116111;JOB;2022-03-22;2022;E;E;Après 20h;332
CHELLES-GOURNAY;87116111;JOB;2022-03-22;2022;E;E;De 10h à 16h;1889
CHELLES-GOURNAY;87116111;JOB;2022-03-22;2022;E;E;De 16h à 20h;1605
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;De 10h à 16h;1861
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;De 16h à 20h;1960
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;De 6h à 10h;4606
CHEMIN-D'ANTONY;87546317;SAM;2017-04-22;2017;C;C;Après 20h;17
CHEMIN-D'ANTONY;87546317;JOB;2017-04-25;2017;C;C;Après 20h;16
CHEMIN-D'ANTONY;87546317;JOB;2017-04-25;2017;C;C;Avant 6h;9
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;De 6h à 10h;20
CHEZY-SUR-MARNE;87116574;DIM;2023-09-17;2023;P;P;De 16h à 20h;33
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;Avant 6h;17
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;De 6h à 10h;109
CHILLY-MAZARIN;87393637;DIM;2017-04-23;2017;C;C;De 6h à 10h;53
CHILLY-MAZARIN;87393637;JOB;2017-04-25;2017;C;C;Après 20h;87
CLAMART;87391565;JOB;2023-11-14;2023;N;N;De 6h à 10h;1821
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L2;Après 20h;506
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L3;De 10h à 16h;2063
CLICHY-LEVALLOIS;87381129;DIM;2023-11-19;2023;L;L2;Avant 6h;13
CLICHY-LEVALLOIS;87381129;DIM;2023-11-19;2023;L;L3;Avant 6h;16
CLICHY-LEVALLOIS;87381129;DIM;2023-11-19;2023;L;L3;De 10h à 16h;1405
CLICHY-LEVALLOIS;87381129;JOB;2023-11-14;2023;L;L2;De 10h à 16h;1619
CLICHY-LEVALLOIS;87381129;JOB;2023-11-14;2023;L;L2;De 16h à 20h;3141
CLICHY-LEVALLOIS;87381129;JOB;2023-11-14;2023;L;L2;De 6h à 10h;2697
CLICHY-LEVALLOIS;87381129;JOB;2023-11-14;2023;L;L3;De 6h à 10h;2730
CLICHY-MONTFERMEIL;87704304;SAM;2021-11-09;2021;T4;T4;Après 20h;85
CLICHY-MONTFERMEIL;87704304;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;132
CLICHY-SOUS-BOIS-MAIRIE;87704288;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;245
CLICHY-SOUS-BOIS-MAIRIE;87704288;DIM;2021-12-09;2021;T4;T4;Après 20h;50
CLICHY-SOUS-BOIS-MAIRIE;87704288;JOB;2021-09-21;2021;T4;T4;Avant 6h;28
